id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason
6527,"Status Darurat di Sumbar bakal Diperpanjang, Gubernur Mahyeldi: Pekerjaan Belum Tuntas inews.id Status Darurat di Sumbar bakal Diperpanjang, Gubernur Mahyeldi: Pekerjaan Belum Tuntas Gubernur Sumatera Barat (Sumbar) Mahyeldi Ansharullah menyatakan, status tanggap darurat bencana alam di wilayah Sumbar berpotensi diperpanjang 177",netral,1,netral,80,(dry-run) label simulasi untuk id 6527
6528,"Membalas @halalindonesia_ Solidaritas luar biasa dari BPJPH dan Alfamart! Bantuan nyata untuk Aceh, Sumut, dan Sumbar terdampak banjir dan longsor. 16",positif,2,positif,94,(dry-run) label simulasi untuk id 6528
6537,"Membalas @HumasPoldaRiau Semoga saudara yang ada di sumbar,aceh,sumut di berikan ketabahan,dan lekas membaik Sumatraku,salut dengan polri yang senantiasa hadir di tengah masyarakat 66",positif,2,positif,82,(dry-run) label simulasi untuk id 6537
6538,"Membalas @Tirtasurya6 Emang Jokowi membenci Sumut, Aceh dan Sumbar? 23",negatif,0,negatif,93,(dry-run) label simulasi untuk id 6538
6554,"Membalas @KangManto123 Pak @prabowo . Bersih-bersih pasca Banjir, bukan bersih-bersih secara nyata di daerah 3 terdampak yakni Aceh,Sumbar dan Sumut, melainkan bersih-bersih di sekitaran istana yang memberikan dampak ke pada 3 daerah tersebut, dan terutama bersih-bersih dari korupsi penggalangan dana. 115",negatif,0,negatif,71,(dry-run) label simulasi untuk id 6554
6557,"*PDIP Minta Pemerintah Naikkan Status Banjir Aceh–Sumut–Sumbar Jadi Bencana Nasional* satuju.com PDIP Minta Pemerintah Naikkan Status Banjir Aceh–Sumut–Sumbar Jadi Bencana Nasional Jakarta, Satuju.com - Banjir yang menerjang kawasan bagian utara Sumatera, yakni Aceh, Sumatera Utara, dan Sumatera Barat, didukung PDIP untuk ditetapkan menjadi bencana nasional. PDIP mendukung 30",netral,1,netral,61,(dry-run) label simulasi untuk id 6557
6580,bantuan bencana banjir bandang sumbar. #BanjirBandangSumbar #PrayForSumbar #BantuanUntukSumbar #PeduliSumbar #OpenDonasiSumbar #SumbarKuat #BantuKorbanBanjir #IndonesiaPeduli #AksiKemanusiaan #DonasiBanjir #KotaPadang #Nanggalo #GurunLaweh 1 8,netral,1,positif,79,(dry-run) label simulasi untuk id 6580
6588,PaDaNG PARIAMAN SUMBAR GALADO SUSULAN hari AHAD 7 DESEMBER 2025... Reboisasi penanaman hutan kembali pun butuh waktu lamaaaaa apa lagi 175 ribu Hektar lha kalau ada hujan besar pasti resiko ACEH SUMBAR SUMUT akan diterpa musibah banjir lagi 76,negatif,0,negatif,95,(dry-run) label simulasi untuk id 6588
6593,AIPTU ANDAR W Bhabinkamtibmas Polsek Perbaungan polres Serdang Bedagai Polda Sumatera Utara mendampingi kepala desa sekaligus menyerahkan bansos khusus lansia yang belum mendapat bantuan apapun dari pemerintah. 27,positif,2,positif,97,(dry-run) label simulasi untuk id 6593
6601,"FKep dan FK USU beri respons tanggap bencana di berbagai wilayah Sumatera Utara, seperti sembako, logistik, obat-obatan, layanan kesehatan. USU Turun Tangan! Kolaborasi FKep dan FK Beri Respons Tanggap Bencana di Sumatera Utara Dari zcampus.indozone.id 205",netral,1,netral,84,(dry-run) label simulasi untuk id 6601
6610,Benarkah Pernyataan Jenderal TNI Tak Ada Penggundulan Hutan di Sumatera Utara? #penggundulanhutan #sumut #banjirsumatra #eksplainer #cekfakta #cekfaktatempo Benarkah Pernyataan Jenderal TNI Tak Ada Penggundulan Hutan di Sumatera Utara? Dari tempo.co 30,negatif,0,positif,86,(dry-run) label simulasi untuk id 6610
6627,"GB sederhana M5.4 berlaku di Luar Pantai Barat Sumatera Utara pada 3:02 petang, 9 Disember 2025. Pusat gempa bumi terletak 2.5° dan 95.9° T kedalaman 60 km. 32km Selatan dari Simeulue,Indonesia. Tiada ancaman tsunami kepada Malaysia. #gempabumiMETMalaysia #mygempa.met.gov.my 25 42 5 rb",negatif,0,negatif,94,(dry-run) label simulasi untuk id 6627
